"sourceApplication","country","historyType","dataFilename","sourceType","version","informationDate","conform_input_data_size","raw_format","conform_output_data_size","enceladus_info_date","conform_record_count"
"save","ZA","Snapshot","hdfs:/bigdatahdfs/landing/save/SVN390D/2021/04/20/v1/","Source","1","20-04-2021","1965979888","csv","1969264092","2021-04-20","13428947"
